,Country,Code,date,total,daily
842,United States,USA,2020-02-22,0,0
843,United States,USA,2020-02-23,0,0
844,United States,USA,2020-02-24,0,0
845,United States,USA,2020-02-25,0,0
846,United States,USA,2020-02-26,0,0
847,United States,USA,2020-02-27,0,0
848,United States,USA,2020-02-28,0,0
849,United States,USA,2020-02-29,0,0
850,United States,USA,2020-03-01,1,1
851,United States,USA,2020-03-02,2,1
852,United States,USA,2020-03-03,6,4
853,United States,USA,2020-03-04,9,3
854,United States,USA,2020-03-05,11,2
855,United States,USA,2020-03-06,12,1
856,United States,USA,2020-03-07,14,2
857,United States,USA,2020-03-08,17,3
858,United States,USA,2020-03-09,21,4
859,United States,USA,2020-03-10,26,5
860,United States,USA,2020-03-11,28,2
861,United States,USA,2020-03-12,30,2
862,United States,USA,2020-03-13,40,10
863,United States,USA,2020-03-14,47,7
864,United States,USA,2020-03-15,57,10
865,United States,USA,2020-03-16,69,12
866,United States,USA,2020-03-17,85,16
867,United States,USA,2020-03-18,108,23
868,United States,USA,2020-03-19,150,42
869,United States,USA,2020-03-20,150,0
870,United States,USA,2020-03-21,260,110
871,United States,USA,2020-03-22,340,80
872,United States,USA,2020-03-23,471,131
873,United States,USA,2020-03-24,590,119
874,United States,USA,2020-03-25,801,211
875,United States,USA,2020-03-26,1050,249
876,United States,USA,2020-03-27,1296,246
877,United States,USA,2020-03-28,1707,411
878,United States,USA,2020-03-29,2191,484
879,United States,USA,2020-03-30,2509,318
880,United States,USA,2020-03-31,3170,661
881,United States,USA,2020-04-01,4079,909
882,United States,USA,2020-04-02,5138,1059
883,United States,USA,2020-04-03,6053,915
884,United States,USA,2020-04-04,7157,1104
885,United States,USA,2020-04-05,8501,1344
886,United States,USA,2020-04-06,9647,1146
887,United States,USA,2020-04-07,10989,1342
888,United States,USA,2020-04-08,12895,1906
