,Country,code,date,cumulative,confirmed
708,Spain,ESP,2020-03-24,33089,4517
709,Spain,ESP,2020-03-25,39673,6584
710,Spain,ESP,2020-03-26,47610,7937
711,Spain,ESP,2020-03-27,56188,8578
712,Spain,ESP,2020-03-28,64059,7871
713,Spain,ESP,2020-03-29,72248,8189
714,Spain,ESP,2020-03-30,78797,6549
715,Spain,ESP,2020-03-31,85195,6398
716,Spain,ESP,2020-04-01,94417,9222
717,Spain,ESP,2020-04-02,102136,7719
718,Spain,ESP,2020-04-03,110238,8102
719,Spain,ESP,2020-04-04,117710,7472
720,Spain,ESP,2020-04-05,124736,7026
721,Spain,ESP,2020-04-06,130759,6023
722,Spain,ESP,2020-04-07,135032,4273
723,Spain,ESP,2020-04-08,140510,5478
724,United Kingdom,GBR,2020-01-01,0,0
725,United Kingdom,GBR,2020-01-02,0,0
726,United Kingdom,GBR,2020-01-03,0,0
727,United Kingdom,GBR,2020-01-04,0,0
728,United Kingdom,GBR,2020-01-05,0,0
729,United Kingdom,GBR,2020-01-06,0,0
730,United Kingdom,GBR,2020-01-07,0,0
731,United Kingdom,GBR,2020-01-08,0,0
732,United Kingdom,GBR,2020-01-09,0,0
733,United Kingdom,GBR,2020-01-10,0,0
734,United Kingdom,GBR,2020-01-11,0,0
735,United Kingdom,GBR,2020-01-12,0,0
736,United Kingdom,GBR,2020-01-13,0,0
737,United Kingdom,GBR,2020-01-14,0,0
738,United Kingdom,GBR,2020-01-15,0,0
739,United Kingdom,GBR,2020-01-16,0,0
740,United Kingdom,GBR,2020-01-17,0,0
741,United Kingdom,GBR,2020-01-18,0,0
742,United Kingdom,GBR,2020-01-19,0,0
743,United Kingdom,GBR,2020-01-20,0,0
744,United Kingdom,GBR,2020-01-21,0,0
745,United Kingdom,GBR,2020-01-22,0,0
746,United Kingdom,GBR,2020-01-23,0,0
747,United Kingdom,GBR,2020-01-24,0,0
748,United Kingdom,GBR,2020-01-25,0,0
749,United Kingdom,GBR,2020-01-26,0,0
750,United Kingdom,GBR,2020-01-27,0,0
751,United Kingdom,GBR,2020-01-28,0,0
752,United Kingdom,GBR,2020-01-29,0,0
753,United Kingdom,GBR,2020-01-30,0,0
754,United Kingdom,GBR,2020-01-31,2,2
755,United Kingdom,GBR,2020-02-01,2,0
756,United Kingdom,GBR,2020-02-02,2,0
757,United Kingdom,GBR,2020-02-03,2,0
758,United Kingdom,GBR,2020-02-04,2,0
759,United Kingdom,GBR,2020-02-05,2,0
760,United Kingdom,GBR,2020-02-06,2,0
761,United Kingdom,GBR,2020-02-07,3,1
762,United Kingdom,GBR,2020-02-08,3,0
763,United Kingdom,GBR,2020-02-09,4,1
764,United Kingdom,GBR,2020-02-10,4,0
765,United Kingdom,GBR,2020-02-11,8,4
766,United Kingdom,GBR,2020-02-12,8,0
767,United Kingdom,GBR,2020-02-13,9,1
768,United Kingdom,GBR,2020-02-14,9,0
769,United Kingdom,GBR,2020-02-15,9,0
770,United Kingdom,GBR,2020-02-16,9,0
771,United Kingdom,GBR,2020-02-17,9,0
772,United Kingdom,GBR,2020-02-18,9,0
773,United Kingdom,GBR,2020-02-19,9,0
774,United Kingdom,GBR,2020-02-20,9,0
775,United Kingdom,GBR,2020-02-21,9,0
776,United Kingdom,GBR,2020-02-22,9,0
777,United Kingdom,GBR,2020-02-23,9,0
778,United Kingdom,GBR,2020-02-24,13,4
779,United Kingdom,GBR,2020-02-25,13,0
780,United Kingdom,GBR,2020-02-26,13,0
781,United Kingdom,GBR,2020-02-27,13,0
782,United Kingdom,GBR,2020-02-28,16,3
783,United Kingdom,GBR,2020-02-29,18,2
784,United Kingdom,GBR,2020-03-01,23,5
785,United Kingdom,GBR,2020-03-02,36,13
786,United Kingdom,GBR,2020-03-03,40,4
787,United Kingdom,GBR,2020-03-04,51,11
788,United Kingdom,GBR,2020-03-05,85,34
789,United Kingdom,GBR,2020-03-06,115,30
790,United Kingdom,GBR,2020-03-07,163,48
791,United Kingdom,GBR,2020-03-08,206,43
792,United Kingdom,GBR,2020-03-09,273,67
793,United Kingdom,GBR,2020-03-10,321,48
794,United Kingdom,GBR,2020-03-11,373,52
795,United Kingdom,GBR,2020-03-12,456,83
796,United Kingdom,GBR,2020-03-13,590,134
797,United Kingdom,GBR,2020-03-14,707,117
798,United Kingdom,GBR,2020-03-15,1140,433
799,United Kingdom,GBR,2020-03-16,1391,251
800,United Kingdom,GBR,2020-03-17,1543,152
801,United Kingdom,GBR,2020-03-18,1950,407
802,United Kingdom,GBR,2020-03-19,2630,680
803,United Kingdom,GBR,2020-03-20,3277,647
804,United Kingdom,GBR,2020-03-21,3983,706
805,United Kingdom,GBR,2020-03-22,5018,1035
806,United Kingdom,GBR,2020-03-23,5683,665
807,United Kingdom,GBR,2020-03-24,6650,967
808,United Kingdom,GBR,2020-03-25,8077,1427
809,United Kingdom,GBR,2020-03-26,9529,1452
810,United Kingdom,GBR,2020-03-27,11658,2129
811,United Kingdom,GBR,2020-03-28,14543,2885
812,United Kingdom,GBR,2020-03-29,17089,2546
813,United Kingdom,GBR,2020-03-30,19522,2433
814,United Kingdom,GBR,2020-03-31,22141,2619
815,United Kingdom,GBR,2020-04-01,25150,3009
816,United Kingdom,GBR,2020-04-02,29474,4324
817,United Kingdom,GBR,2020-04-03,33718,4244
818,United Kingdom,GBR,2020-04-04,38168,4450
819,United Kingdom,GBR,2020-04-05,41903,3735
820,United Kingdom,GBR,2020-04-06,47806,5903
821,United Kingdom,GBR,2020-04-07,51608,3802
822,United Kingdom,GBR,2020-04-08,55242,3634
823,United States,USA,2020-01-01,0,0
824,United States,USA,2020-01-02,0,0
825,United States,USA,2020-01-03,0,0
826,United States,USA,2020-01-04,0,0
827,United States,USA,2020-01-05,0,0
828,United States,USA,2020-01-06,0,0
829,United States,USA,2020-01-07,0,0
830,United States,USA,2020-01-08,0,0
831,United States,USA,2020-01-09,0,0
832,United States,USA,2020-01-10,0,0
833,United States,USA,2020-01-11,0,0
834,United States,USA,2020-01-12,0,0
835,United States,USA,2020-01-13,0,0
836,United States,USA,2020-01-14,0,0
837,United States,USA,2020-01-15,0,0
838,United States,USA,2020-01-16,0,0
839,United States,USA,2020-01-17,0,0
840,United States,USA,2020-01-18,0,0
841,United States,USA,2020-01-19,0,0
842,United States,USA,2020-01-20,0,0
843,United States,USA,2020-01-21,1,1
844,United States,USA,2020-01-22,1,0
845,United States,USA,2020-01-23,1,0
846,United States,USA,2020-01-24,1,0
847,United States,USA,2020-01-25,2,1
848,United States,USA,2020-01-26,2,0
849,United States,USA,2020-01-27,5,3
850,United States,USA,2020-01-28,5,0
851,United States,USA,2020-01-29,5,0
852,United States,USA,2020-01-30,5,0
853,United States,USA,2020-01-31,6,1
854,United States,USA,2020-02-01,7,1
855,United States,USA,2020-02-02,8,1
856,United States,USA,2020-02-03,11,3
857,United States,USA,2020-02-04,11,0
858,United States,USA,2020-02-05,11,0
859,United States,USA,2020-02-06,12,1
860,United States,USA,2020-02-07,12,0
861,United States,USA,2020-02-08,12,0
862,United States,USA,2020-02-09,12,0
863,United States,USA,2020-02-10,12,0
864,United States,USA,2020-02-11,13,1
865,United States,USA,2020-02-12,13,0
866,United States,USA,2020-02-13,14,1
867,United States,USA,2020-02-14,15,1
868,United States,USA,2020-02-15,15,0
869,United States,USA,2020-02-16,15,0
870,United States,USA,2020-02-17,15,0
871,United States,USA,2020-02-18,15,0
872,United States,USA,2020-02-19,15,0
873,United States,USA,2020-02-20,15,0
874,United States,USA,2020-02-21,16,1
875,United States,USA,2020-02-22,35,19
876,United States,USA,2020-02-23,35,0
877,United States,USA,2020-02-24,35,0
878,United States,USA,2020-02-25,53,18
879,United States,USA,2020-02-26,53,0
880,United States,USA,2020-02-27,59,6
881,United States,USA,2020-02-28,60,1
882,United States,USA,2020-02-29,66,6
883,United States,USA,2020-03-01,69,3
884,United States,USA,2020-03-02,89,20
885,United States,USA,2020-03-03,103,14
886,United States,USA,2020-03-04,125,22
887,United States,USA,2020-03-05,159,34
888,United States,USA,2020-03-06,233,74
889,United States,USA,2020-03-07,338,105
890,United States,USA,2020-03-08,433,95
891,United States,USA,2020-03-09,554,121
892,United States,USA,2020-03-10,754,200
893,United States,USA,2020-03-11,1025,271
894,United States,USA,2020-03-12,1312,287
895,United States,USA,2020-03-13,1663,351
896,United States,USA,2020-03-14,2174,511
897,United States,USA,2020-03-15,2951,777
898,United States,USA,2020-03-16,3774,823
899,United States,USA,2020-03-17,4661,887
900,United States,USA,2020-03-18,6427,1766
901,United States,USA,2020-03-19,9415,2988
902,United States,USA,2020-03-20,14250,4835
903,United States,USA,2020-03-21,19624,5374
904,United States,USA,2020-03-22,26747,7123
905,United States,USA,2020-03-23,35206,8459
906,United States,USA,2020-03-24,46442,11236
907,United States,USA,2020-03-25,55231,8789
908,United States,USA,2020-03-26,69194,13963
909,United States,USA,2020-03-27,85991,16797
910,United States,USA,2020-03-28,104686,18695
911,United States,USA,2020-03-29,124665,19979
912,United States,USA,2020-03-30,143025,18360
913,United States,USA,2020-03-31,164620,21595
914,United States,USA,2020-04-01,189618,24998
915,United States,USA,2020-04-02,216721,27103
916,United States,USA,2020-04-03,245540,28819
917,United States,USA,2020-04-04,277965,32425
918,United States,USA,2020-04-05,312237,34272
919,United States,USA,2020-04-06,337635,25398
920,United States,USA,2020-04-07,368196,30561
921,United States,USA,2020-04-08,398809,30613
